Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2000-01,Texas,2000,20.819305078014185,0.014813432624113476,3.595817539007092,0.37291424113475174
2000-02,Texas,2000,21.061350333333333,0.018551493827160495,4.489945086419753,0.4420539074074074
2000-03,Texas,2000,17.04706715116279,0.022892627906976746,3.371275773255814,0.4261281511627907
2000-04,Texas,2000,15.100324494252874,0.031259068965517244,2.4011367298850574,0.4059942356321839
2000-05,Texas,2000,12.165943124183007,0.032633699346405226,1.4188617385620914,0.37694812418300655
2000-06,Texas,2000,10.381167567164178,0.024225238805970148,1.7812613880597015,0.31470192537313435
2000-07,Texas,2000,11.873662218181819,0.03272736363636364,3.657229990909091,0.32168911818181817
2000-08,Texas,2000,15.422948611570249,0.03353013223140496,2.165406615702479,0.41846071487603304
2000-09,Texas,2000,16.14225351401869,0.0315228785046729,2.2033998738317755,0.39768529439252337
2000-10,Texas,2000,15.337621514619883,0.02038133918128655,2.3854346140350877,0.4674768128654971
2000-11,Texas,2000,19.181788631901842,0.016607558282208588,2.6150828067484664,0.6260053987730061
2000-12,Texas,2000,19.81769290909091,0.01199971590909091,3.210332147727273,0.6071999772727272
2001-01,Texas,2001,22.015641304347827,0.01445486956521739,3.3149459945652175,0.5720042119565217
2001-02,Texas,2001,18.03316599099099,0.016778342342342344,2.036451018018018,0.5216533918918919
2001-03,Texas,2001,17.84453021296296,0.02534015740740741,2.7094053842592594,0.4699091805555556
2001-04,Texas,2001,13.829826323144104,0.029781563318777293,1.809747288209607,0.43491392576419213
2001-05,Texas,2001,12.416847353448276,0.03390931896551724,1.3585073318965517,0.2556899396551724
2001-06,Texas,2001,13.19252852293578,0.033353633027522936,1.4766589082568808,0.2363954357798165
2001-07,Texas,2001,11.053749704347826,0.034975226086956523,2.0264281782608697,0.2013613347826087
2001-08,Texas,2001,13.255895534653465,0.03193407920792079,1.9284859158415841,0.2598304455445545
2001-09,Texas,2001,14.232821978723404,0.027137074468085106,1.0187893510638297,0.3088938244680851
2001-10,Texas,2001,18.662023881818183,0.02527182727272727,1.15242825,0.31720566818181817
2001-11,Texas,2001,19.25789850442478,0.020419761061946904,0.8419062831858407,0.47724211946902656
2001-12,Texas,2001,21.75471254385965,0.01665563157894737,1.2808523815789474,0.5734889649122807
2002-01,Texas,2002,21.2264406,0.016792064,0.866934556,0.525183552
2002-02,Texas,2002,19.61649287654321,0.022746555555555555,0.7172940925925926,0.3538367962962963
2002-03,Texas,2002,15.557906987179488,0.027920089743589744,0.4423975769230769,0.3125583717948718
2002-04,Texas,2002,13.05167243678161,0.034362850574712646,0.334411224137931,0.279081683908046
2002-05,Texas,2002,13.566371232704402,0.036007490566037734,0.24085348427672956,0.26868062264150944
2002-06,Texas,2002,13.022189784090909,0.03937854545454546,0.3805871761363636,0.23000926136363636
2002-07,Texas,2002,12.134986967741936,0.03720408602150538,0.1511151559139785,0.24796983870967743
