Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2014-07,Alaska,2014,2.6371526451612906,0.012592322580645162,2.9263244677419356,0.20813390322580647
2014-08,Alaska,2014,3.300742064516129,0.012367387096774193,2.471083516129032,0.22380643548387097
2014-09,Alaska,2014,11.631718892857142,0.011001428571428572,3.207557482142857,0.3441571785714286
2014-10,Alaska,2014,10.705534178571428,0.010913785714285714,3.9850506607142857,0.4225705535714286
2014-11,Alaska,2014,20.8892239,0.0075021,12.798589816666667,0.8731697666666667
2014-12,Alaska,2014,20.98963487096774,0.007497967741935484,10.085604096774194,0.6603494354838709
2015-01,Alaska,2015,30.427333086956523,0.004249173913043479,14.071971826086957,0.8618535652173913
2015-02,Alaska,2015,27.346648000000002,0.006508541666666667,13.976960083333333,0.8327098333333334
2015-03,Alaska,2015,18.228650444444444,0.013039444444444444,6.620712194444445,0.4487412777777778
2015-04,Alaska,2015,5.464048571428571,0.026707642857142857,5.345422482142857,0.2526947857142857
2015-05,Alaska,2015,4.939623612903226,0.02960216129032258,6.552300629032258,0.2430835322580645
2015-06,Alaska,2015,3.7681150344827588,0.024194827586206898,1.8586557586206898,0.3175433620689655
2015-07,Alaska,2015,3.6186970333333335,0.015829833333333335,3.4879853,0.3673627
2015-08,Alaska,2015,2.805620741935484,0.013607806451612903,2.8906847096774193,0.1704058870967742
2015-09,Alaska,2015,5.503192206896552,0.010076862068965518,2.4386294137931035,0.23983612068965518
2015-10,Alaska,2015,10.586518193548388,0.00671458064516129,4.073119580645161,0.3745811451612903
2015-11,Alaska,2015,16.31901080952381,0.007252857142857143,8.32252342857143,0.513121880952381
2015-12,Alaska,2015,23.239079903225807,0.003713096774193548,11.221177741935485,0.6452354838709677
